CmdNumber,IsSubStep,ParentCmdNumber,Timestamp,LLActionType,InstanceName,CommandType,TargetPosition,EndEffector,Velocity,Acceleration,Pose,Joints,Success,ExecTimeMs,PlanTimeMs,PointCount,NominalDurationSec,TotalTimeMs,GapFromPrevMs,PlanningInGapMs,BTOverheadMs,ParentMLAction,Error
71,False,,2026-05-29 17:08:13.383,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_cube1_initloccube1_robot1_gripper1_rppickup,plannedl,initloccube1,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,4578.56,68.93,16,1.421,6761.47,38.52,0.00,38.52,,
72,False,,2026-05-29 17:08:20.162,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_cube1_initloccube1_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1798.99,0.00,0,0.000,3842.06,16.80,0.00,16.80,,
73,False,,2026-05-29 17:08:24.018,MoveToLL,MoveToLL_moveToRetract_PickUpML_cube1_initloccube1_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3848.43,34.59,16,1.401,5999.02,14.62,0.00,14.62,,
74,False,,2026-05-29 17:08:32.325,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup8,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11099.92,96.19,51,4.916,13401.41,2307.57,0.00,2307.57,,
75,False,,2026-05-29 17:08:45.767,MoveToLL,MoveToLL_moveToStackPos_StackML_cube1_stick1_robot1_gripper1_finalloccube1_rpmanipulate,plannedj,finalloccube1,,1.00,1.00,"0.197262;1.000816;0.008500;0.000000;-3.141590;0.000000","",True,6881.29,42.49,28,2.631,9098.11,40.31,0.00,40.31,,
76,False,,2026-05-29 17:08:54.879,OpenGripperLL,OpenGripperLL_openGripper_StackML_cube1_stick1_robot1_gripper1_finalloccube1_rpmanipulate,open_gripper,,,0.50,1.00,"","",True,1642.04,0.00,0,0.000,3665.11,14.80,0.00,14.80,,
77,False,,2026-05-29 17:08:58.561,LiftLL,LiftLL_liftAfterStack_StackML_cube1_stick1_robot1_gripper1_finalloccube1_rpmanipulate,lift,,,0.50,1.00,"","",True,3628.35,0.00,0,0.000,5755.56,16.31,0.00,16.31,,
78,False,,2026-05-29 17:09:04.328,MoveToLL,MoveToLL_moveToRobotPosition_StackML_cube1_stick1_robot1_gripper1_finalloccube1_rpmanipulate,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,6764.04,13.72,28,2.628,8851.12,11.40,0.00,11.40,,
79,False,,2026-05-29 17:09:15.327,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup10,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11160.36,13.70,50,4.859,13284.81,2147.65,0.00,2147.65,,
80,False,,2026-05-29 17:09:28.649,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick8_initlocstick8_robot1_gripper1_rppickup,plannedl,initlocstick8,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3884.23,15.61,16,1.421,5987.14,37.69,0.00,37.69,,
81,False,,2026-05-29 17:09:34.659,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick8_initlocstick8_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1839.87,0.00,0,0.000,3862.40,23.17,0.00,23.17,,
82,False,,2026-05-29 17:09:38.549,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick8_initlocstick8_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3877.41,15.64,16,1.401,5999.81,26.73,0.00,26.73,,
83,False,,2026-05-29 17:09:46.927,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup9,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11201.90,14.95,51,4.916,13287.78,2378.37,0.00,2378.37,,
84,False,,2026-05-29 17:10:00.254,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick8_robot1_finallocstick8_rpmanipulate_stick3_stick4_gripper1_layer1_layer2,plannedj,finallocstick8,,1.00,1.00,"0.017773;0.746311;0.007500;0.000000;-3.141590;0.000000","",True,6394.81,16.00,25,2.321,8486.15,39.14,0.00,39.14,,
85,False,,2026-05-29 17:10:08.768,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick8_robot1_finallocstick8_rpmanipulate_stick3_stick4_gripper1_layer1_layer2,open_gripper,,,0.50,1.00,"","",True,2240.70,0.00,0,0.000,4265.85,27.87,0.00,27.87,,
86,False,,2026-05-29 17:10:13.049,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick8_robot1_finallocstick8_rpmanipulate_stick3_stick4_gripper1_layer1_layer2,lift,,,0.50,1.00,"","",True,3762.99,0.00,0,0.000,5792.91,15.69,0.00,15.69,,
87,False,,2026-05-29 17:10:18.869,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick8_robot1_finallocstick8_rpmanipulate_stick3_stick4_gripper1_layer1_layer2,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,6088.35,13.43,25,2.319,8192.85,27.22,0.00,27.22,,
88,False,,2026-05-29 17:10:29.357,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup11,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11431.23,16.30,50,4.858,13723.78,2295.18,0.00,2295.18,,
89,False,,2026-05-29 17:10:43.137,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick5_initlocstick5_robot1_gripper1_rppickup_dup2,plannedl,initlocstick5,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3879.16,29.35,16,1.421,6003.10,55.62,0.00,55.62,,
90,False,,2026-05-29 17:10:49.163,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick5_initlocstick5_robot1_gripper1_rppickup_dup2,close_gripper,,,0.50,1.00,"","",True,1814.93,0.00,0,0.000,3848.61,23.33,0.00,23.33,,
91,False,,2026-05-29 17:10:53.027,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick5_initlocstick5_robot1_gripper1_rppickup_dup2,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3897.03,20.00,16,1.400,5982.41,15.62,0.00,15.62,,
92,False,,2026-05-29 17:11:01.410,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup10,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11208.54,17.17,51,4.916,13311.17,2399.81,0.00,2399.81,,
93,False,,2026-05-29 17:11:14.783,MoveToLL,MoveToLL_moveToStackPos_StackML_stick5_table1_robot1_gripper1_finallocstick5_rpmanipulate_dup2,plannedj,finallocstick5,,1.00,1.00,"-0.177652;0.962300;-0.010000;0.000000;-3.141590;0.000000","",True,6145.46,14.27,24,2.217,8254.52,62.48,0.00,62.48,,
94,False,,2026-05-29 17:11:23.052,OpenGripperLL,OpenGripperLL_openGripper_StackML_stick5_table1_robot1_gripper1_finallocstick5_rpmanipulate_dup2,open_gripper,,,0.50,1.00,"","",True,1654.37,0.00,0,0.000,3697.92,14.21,0.00,14.21,,
95,False,,2026-05-29 17:11:26.770,LiftLL,LiftLL_liftAfterStack_StackML_stick5_table1_robot1_gripper1_finallocstick5_rpmanipulate_dup2,lift,,,0.50,1.00,"","",True,3700.99,0.00,0,0.000,5743.03,20.51,0.00,20.51,,
96,False,,2026-05-29 17:11:32.542,MoveToLL,MoveToLL_moveToRobotPosition_StackML_stick5_table1_robot1_gripper1_finallocstick5_rpmanipulate_dup2,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,5651.16,14.39,23,2.122,7820.98,28.46,0.00,28.46,,
97,False,,2026-05-29 17:11:42.774,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup12,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11087.26,14.00,50,4.859,13208.66,2411.28,0.00,2411.28,,
98,False,,2026-05-29 17:11:56.014,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_cube2_initloccube2_robot1_gripper1_rppickup,plannedl,initloccube2,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3896.60,16.31,16,1.421,5995.97,31.52,0.00,31.52,,
99,False,,2026-05-29 17:12:02.032,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_cube2_initloccube2_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1760.50,0.00,0,0.000,3800.68,21.43,0.00,21.43,,
100,False,,2026-05-29 17:12:05.853,MoveToLL,MoveToLL_moveToRetract_PickUpML_cube2_initloccube2_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3935.57,15.10,16,1.400,6045.25,21.00,0.00,21.00,,
101,False,,2026-05-29 17:12:14.588,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup11,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11535.83,77.60,51,4.916,13786.88,2689.11,0.00,2689.11,,
102,False,,2026-05-29 17:12:28.413,MoveToLL,MoveToLL_moveToStackPos_StackML_cube2_stick5_robot1_gripper1_finalloccube2_rpmanipulate,plannedj,finalloccube2,,1.00,1.00,"-0.226348;0.940619;0.007500;0.000000;-3.141590;0.000000","",True,6047.95,14.86,23,2.174,8163.98,38.11,0.00,38.11,,
103,False,,2026-05-29 17:12:36.600,OpenGripperLL,OpenGripperLL_openGripper_StackML_cube2_stick5_robot1_gripper1_finalloccube2_rpmanipulate,open_gripper,,,0.50,1.00,"","",True,1753.93,0.00,0,0.000,3795.44,23.52,0.00,23.52,,
104,False,,2026-05-29 17:12:40.425,LiftLL,LiftLL_liftAfterStack_StackML_cube2_stick5_robot1_gripper1_finalloccube2_rpmanipulate,lift,,,0.50,1.00,"","",True,3792.01,0.00,0,0.000,5828.34,28.81,0.00,28.81,,
105,False,,2026-05-29 17:12:46.368,MoveToLL,MoveToLL_moveToRobotPosition_StackML_cube2_stick5_robot1_gripper1_finalloccube2_rpmanipulate,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,5372.91,14.46,22,2.048,7469.88,115.52,0.00,115.52,,
106,False,,2026-05-29 17:12:56.246,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup13,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11210.01,60.75,50,4.858,13419.63,2407.50,0.00,2407.50,,
107,False,,2026-05-29 17:13:09.742,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick9_initlocstick9_robot1_gripper1_rppickup,plannedl,initlocstick9,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3884.54,15.55,16,1.421,5974.19,76.64,0.00,76.64,,
108,False,,2026-05-29 17:13:15.745,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick9_initlocstick9_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1755.45,0.00,0,0.000,3809.54,28.48,0.00,28.48,,
109,False,,2026-05-29 17:13:19.573,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick9_initlocstick9_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3905.61,15.09,16,1.400,6010.31,19.22,0.00,19.22,,
110,False,,2026-05-29 17:13:28.324,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup12,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11685.77,17.11,51,4.916,13769.58,2740.13,0.00,2740.13,,
111,False,,2026-05-29 17:13:42.135,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick9_robot1_finallocstick9_rpmanipulate_stick5_stick4_gripper1_layer1_layer2,plannedj,finallocstick9,,1.00,1.00,"-0.093277;0.952227;0.007500;0.000000;-3.141590;0.000000","",True,5985.20,104.30,24,2.230,8326.68,41.80,0.00,41.80,,
112,False,,2026-05-29 17:13:50.492,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick9_robot1_finallocstick9_rpmanipulate_stick5_stick4_gripper1_layer1_layer2,open_gripper,,,0.50,1.00,"","",True,1665.82,0.00,0,0.000,3719.32,29.71,0.00,29.71,,
113,False,,2026-05-29 17:13:54.238,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick9_robot1_finallocstick9_rpmanipulate_stick5_stick4_gripper1_layer1_layer2,lift,,,0.50,1.00,"","",True,3647.81,0.00,0,0.000,5692.89,27.12,0.00,27.12,,
114,False,,2026-05-29 17:13:59.947,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick9_robot1_finallocstick9_rpmanipulate_stick5_stick4_gripper1_layer1_layer2,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,5896.00,30.52,24,2.227,8040.12,15.57,0.00,15.57,,
115,False,,2026-05-29 17:14:10.493,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rptoolchange,plannedj,rptoolchange,,1.00,1.00,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,5601.80,14.83,21,1.927,7739.96,2506.24,0.00,2506.24,,
116,False,,2026-05-29 17:14:18.267,DeequipToolLL,DeequipToolLL_deequipTool_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange,play_program,,gripper,0.50,1.00,"","",True,23399.24,0.00,0,0.000,25451.40,34.02,0.00,34.02,,
117,False,,2026-05-29 17:14:43.752,EquipToolLL,EquipToolLL_equipTool_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler,play_program,,nailgun,0.50,1.00,"","",True,10439.82,0.00,0,0.000,12513.64,33.41,0.00,33.41,,
118,False,,2026-05-29 17:14:58.509,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rptoolchange_rpmanipulate,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,5389.28,12.65,21,1.941,10078.76,2243.34,0.00,2243.34,,
119,False,,2026-05-29 17:15:08.639,NailingLL,NailingLL_moveToNailPos_NailingML_stick8_stick4_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"0.030679;0.800475;0.027550;2.221441;-2.221441;0.000000","",True,8623.75,0.00,0,0.000,10653.68,51.62,0.00,51.62,,
120,False,,2026-05-29 17:15:19.318,PushDownLL,PushDownLL_pushDown_NailingML_stick8_stick4_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1868.09,0.00,0,0.000,3903.05,25.17,0.00,25.17,,
121,False,,2026-05-29 17:15:23.234,LiftLL,LiftLL_liftAfterNail_NailingML_stick8_stick4_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4141.64,0.00,0,0.000,6178.78,13.51,0.00,13.51,,
122,False,,2026-05-29 17:15:31.824,NailingLL,NailingLL_moveToNailPos_NailingML_stick9_stick4_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"-0.026675;0.929294;0.027550;2.221441;-2.221441;0.000000","",True,5282.48,0.00,0,0.000,7314.41,2411.08,0.00,2411.08,,
123,False,,2026-05-29 17:15:39.152,PushDownLL,PushDownLL_pushDown_NailingML_stick9_stick4_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1239.06,0.00,0,0.000,3288.34,13.55,0.00,13.55,,
124,False,,2026-05-29 17:15:42.461,LiftLL,LiftLL_liftAfterNail_NailingML_stick9_stick4_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4091.79,0.00,0,0.000,6119.57,20.15,0.00,20.15,,
125,False,,2026-05-29 17:15:50.731,NailingLL,NailingLL_moveToNailPos_NailingML_stick9_stick5_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"-0.153614;0.973002;0.027550;2.221441;-2.221441;0.000000","",True,3785.90,0.00,0,0.000,5830.11,2150.23,0.00,2150.23,,
126,False,,2026-05-29 17:15:56.582,PushDownLL,PushDownLL_pushDown_NailingML_stick9_stick5_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1511.30,0.00,0,0.000,3545.22,21.06,0.00,21.06,,
127,False,,2026-05-29 17:16:00.152,LiftLL,LiftLL_liftAfterNail_NailingML_stick9_stick5_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4090.89,0.00,0,0.000,6129.60,25.24,0.00,25.24,,
128,False,,2026-05-29 17:16:08.534,NailingLL,NailingLL_moveToNailPos_NailingML_cube1_stick1_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"0.197262;1.000816;0.028550;2.221441;-2.221441;0.000000","",True,6173.45,0.00,0,0.000,8233.82,2251.90,0.00,2251.90,,
129,False,,2026-05-29 17:16:16.783,PushDownLL,PushDownLL_pushDown_NailingML_cube1_stick1_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1244.63,0.00,0,0.000,3301.12,15.62,0.00,15.62,,
130,False,,2026-05-29 17:16:20.104,LiftLL,LiftLL_liftAfterNail_NailingML_cube1_stick1_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4004.84,0.00,0,0.000,6126.99,20.21,0.00,20.21,,
131,False,,2026-05-29 17:16:28.525,NailingLL,NailingLL_moveToNailPos_NailingML_cube2_stick5_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"-0.223697;0.941799;0.027575;2.221441;-2.221441;0.000000","",True,6755.59,0.00,0,0.000,8824.27,2293.07,0.00,2293.07,,
132,False,,2026-05-29 17:16:37.359,PushDownLL,PushDownLL_pushDown_NailingML_cube2_stick5_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1471.15,0.00,0,0.000,3488.07,10.54,0.00,10.54,,
133,False,,2026-05-29 17:16:40.872,LiftLL,LiftLL_liftAfterNail_NailingML_cube2_stick5_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4073.64,0.00,0,0.000,6123.57,24.92,0.00,24.92,,
134,False,,2026-05-29 17:16:49.419,NailingLL,NailingLL_moveToNailPos_NailingML_stick6_stick1_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"0.312222;0.949632;0.028575;2.221441;-2.221441;0.000000","",True,7583.47,0.00,0,0.000,9610.67,2423.36,0.00,2423.36,,
135,False,,2026-05-29 17:16:59.043,PushDownLL,PushDownLL_pushDown_NailingML_stick6_stick1_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1243.80,0.00,0,0.000,3258.46,13.44,0.00,13.44,,
136,False,,2026-05-29 17:17:02.326,LiftLL,LiftLL_liftAfterNail_NailingML_stick6_stick1_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4091.92,0.00,0,0.000,6114.02,23.90,0.00,23.90,,
137,False,,2026-05-29 17:17:10.752,NailingLL,NailingLL_moveToNailPos_NailingML_stick6_stick2_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"0.363724;0.822353;0.028050;2.221441;-2.221441;0.000000","",True,5492.73,0.00,0,0.000,7531.39,2312.66,0.00,2312.66,,
138,False,,2026-05-29 17:17:18.311,PushDownLL,PushDownLL_pushDown_NailingML_stick6_stick2_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1864.14,0.00,0,0.000,3950.04,26.96,0.00,26.96,,
139,False,,2026-05-29 17:17:22.285,LiftLL,LiftLL_liftAfterNail_NailingML_stick6_stick2_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4070.47,0.00,0,0.000,6090.75,23.88,0.00,23.88,,
140,False,,2026-05-29 17:17:30.704,NailingLL,NailingLL_moveToNailPos_NailingML_stick7_stick2_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"0.301325;0.700047;0.027575;2.221441;-2.221441;0.000000","",True,5891.21,0.00,0,0.000,7921.21,2328.30,0.00,2328.30,,
141,False,,2026-05-29 17:17:38.645,PushDownLL,PushDownLL_pushDown_NailingML_stick7_stick2_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1534.23,0.00,0,0.000,3566.73,20.10,0.00,20.10,,
142,False,,2026-05-29 17:17:42.226,LiftLL,LiftLL_liftAfterNail_NailingML_stick7_stick2_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4053.35,0.00,0,0.000,6081.98,13.75,0.00,13.75,,
143,False,,2026-05-29 17:17:50.618,NailingLL,NailingLL_moveToNailPos_NailingML_stick7_stick3_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"0.174386;0.656339;0.027550;2.221441;-2.221441;0.000000","",True,5407.78,0.00,0,0.000,7441.07,2310.78,0.00,2310.78,,
144,False,,2026-05-29 17:17:58.080,PushDownLL,PushDownLL_pushDown_NailingML_stick7_stick3_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1235.96,0.00,0,0.000,3277.34,20.68,0.00,20.68,,
145,False,,2026-05-29 17:18:01.384,LiftLL,LiftLL_liftAfterNail_NailingML_stick7_stick3_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4071.74,0.00,0,0.000,6127.26,26.53,0.00,26.53,,
146,False,,2026-05-29 17:18:09.674,NailingLL,NailingLL_moveToNailPos_NailingML_stick8_stick3_robot1_staplergun1_rpmanipulate,movej,unknown,nailgun,0.30,0.30,"0.013413;0.728009;0.027550;2.221441;-2.221441;0.000000","",True,4900.29,0.00,0,0.000,6957.07,2162.62,0.00,2162.62,,
147,False,,2026-05-29 17:18:16.649,PushDownLL,PushDownLL_pushDown_NailingML_stick8_stick3_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,1905.56,0.00,0,0.000,3941.75,17.70,0.00,17.70,,
148,False,,2026-05-29 17:18:20.604,LiftLL,LiftLL_liftAfterNail_NailingML_stick8_stick3_robot1_staplergun1_rpmanipulate,lift,,,0.50,1.00,"","",True,4119.28,0.00,0,0.000,6152.59,14.05,0.00,14.05,,
149,False,,2026-05-29 17:18:33.437,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rptoolchange_dup2,plannedj,rptoolchange,,1.00,1.00,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,5511.26,26.96,23,2.164,7630.74,6680.27,0.00,6680.27,,
150,False,,2026-05-29 17:18:41.110,DeequipToolLL,DeequipToolLL_deequipTool_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange,play_program,,nailgun,0.50,1.00,"","",True,7975.47,0.00,0,0.000,10009.57,42.25,0.00,42.25,,
151,False,,2026-05-29 17:18:51.153,EquipToolLL,EquipToolLL_equipTool_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper,play_program,,gripper,0.50,1.00,"","",True,21203.46,0.00,0,0.000,23243.56,33.06,0.00,33.06,,
152,False,,2026-05-29 17:19:18.018,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rptoolchange_rppickup,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,8136.20,17.22,35,3.357,12757.21,3621.94,0.00,3621.94,,
153,False,,2026-05-29 17:19:30.810,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick11_initlocstick11_robot1_gripper1_rppickup,plannedl,initlocstick11,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3881.50,17.97,16,1.419,5964.18,34.34,0.00,34.34,,
154,False,,2026-05-29 17:19:36.792,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick11_initlocstick11_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1803.70,0.00,0,0.000,3823.04,17.54,0.00,17.54,,
155,False,,2026-05-29 17:19:40.639,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick11_initlocstick11_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3914.89,16.91,16,1.401,6015.65,24.09,0.00,24.09,,
156,False,,2026-05-29 17:19:50.416,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup13,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11398.62,39.79,51,4.916,13526.44,3761.40,0.00,3761.40,,
157,False,,2026-05-29 17:20:03.988,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick11_robot1_finallocstick11_rpmanipulate_stick6_stick7_gripper1_layer2_layer3,plannedj,finallocstick11,,1.00,1.00,"0.325019;0.754234;0.025000;0.000000;-3.141590;0.000000","",True,7770.52,15.27,30,2.857,9850.09,45.90,0.00,45.90,,
